Word1,Word2,Cosine Similarity,Euclidean Distance
he,excellent,0.02803677721949738,2.1750462951539675
his,excellent,-0.13291470265487973,1.5308381064626004
him,excellent,-0.2351432855599928,1.2077535818266076
guys,excellent,0.42100500624039133,2.2448364978302986
man,excellent,0.14228628707557522,0.9376299343056407
she,excellent,0.016249719218891002,1.0473724429614328
her,excellent,-0.34603138340575734,1.6263568066786576
he,better,-0.09305077932146451,3.607707626492618
his,better,0.04839380031371328,2.9824132213450905
him,better,-0.3346925781503648,3.1089038249973253
guys,better,0.3110429045021637,3.0950229179104634
man,better,0.14463017192526517,2.7687942108455803
she,better,-0.21992106555904514,3.012449089637035
her,better,-0.21992106555904514,3.012449089637035
he,good,-0.07828933652335467,4.265109875995107
his,good,-0.2698932770207451,4.076726333818104
him,good,-0.3567644312633471,3.905741224438839
guys,good,0.43360671797854655,3.358564011675674
man,good,0.3526603156075885,3.4240372938167596
she,good,-0.0455587852264321,3.681860689999419
her,good,-0.3587608852152887,4.146359592401508
he,pretty,-0.07716452759260063,4.175506592025451
his,pretty,-0.18287086895497157,3.888671718716688
him,pretty,-0.5635527865883424,3.9418517588694275
guys,pretty,0.41870099512204173,3.3228690662763105
man,pretty,0.5330915028834683,3.2101259242912885
she,pretty,-0.04334925401809899,3.582070609146894
her,pretty,-0.3959297171921033,4.086653760875883
he,nice,0.20580168223119566,3.1554721356057005
his,nice,7.75873946556359e-05,3.102128953060946
him,nice,-0.07912736248088406,3.0080235635380252
guys,nice,0.39098029769698306,2.9577418979028582
man,nice,0.37502316875012487,2.6964818749713486
she,nice,0.19044347399177075,2.8137433323873022
her,nice,0.07256415650398083,3.008862184367207
he,bad,0.04129025432608567,2.649386405775118
his,bad,-0.2533418374115554,2.3780354480581236
him,bad,-0.2265110308123374,2.063747086954213
guys,bad,0.13450268860844553,2.8357665072597213
man,bad,0.41376241931384644,1.6226806125929403
she,bad,0.007414930284666927,1.8952071369499432
her,bad,-0.4290296952487978,2.5003054660814947
he,worse,0.19600008499974225,2.002213096122388
his,worse,0.03810390815110353,1.2660701577728621
him,worse,0.30254220105358165,0.7330736354991905
guys,worse,-0.12331125369233657,2.5627683796523635
man,worse,0.15863620655314506,0.6988563125986629
she,worse,0.2762360186718684,0.7071590373289448
her,worse,0.1480558129787216,1.1810901346590785
he,ugly,-0.43289746122951894,2.6739604341085528
his,ugly,-0.04838190505162443,1.6328191303518587
him,ugly,-0.24007168214212732,1.4169836727139802
guys,ugly,0.13043003172041392,2.549977318522657
man,ugly,-0.05058988342694273,1.240828931250799
she,ugly,0.2133783183100791,1.1263490685138422
her,ugly,-0.16568630894053987,1.690746737745485
he,wrong,0.11338730597473977,3.3768907112725755
his,wrong,0.0913082926978575,3.0631154059780377
him,wrong,-0.26598988480932967,3.201042008702322
guys,wrong,0.11277077396273358,3.609895413802594
man,wrong,0.21391036224449805,2.8641840335456794
she,wrong,0.0031104198868642918,3.006474499979502
her,wrong,-0.08365813466846181,3.2401797124542333
he,error,0.15260506252064893,5.708779946138229
his,error,-0.025826944708661183,5.806971235408782
him,error,-0.5274642260860769,6.064693214483483
guys,error,0.05515898298126825,6.03941274922554
man,error,-0.07746556662548176,5.729553998738907
she,error,-0.06517832538505583,5.735721871058254
her,error,-0.33532796815872484,6.137023405212742
