Word1,Word2,Cosine Similarity,Euclidean Distance
he,excellent,0.5563025080692242,0.7008338611211647
his,excellent,-0.1714572509285712,1.1238959094235552
him,excellent,0.5858005886031121,0.5709316703967297
guys,excellent,0.017485751564877382,1.8616959729101852
he,better,-0.08833355045719021,2.9600069846748673
his,better,0.13955450681513693,2.786104021909986
him,better,-0.251545191684125,2.932445009947501
guys,better,0.3449283369601683,2.729083143744067
he,good,-0.09066329588409928,3.9792206532911694
his,good,0.17990785486109168,3.770692534392058
him,good,-0.3429468791561935,4.007761649429891
guys,good,0.12771233290740172,4.000321551912671
he,pretty,0.16816267684558467,2.5065395112180058
his,pretty,-0.21654229132026825,2.784558939096818
him,pretty,-0.23943866790131432,2.659748447312828
guys,pretty,0.0453356993876691,2.9923130573786896
he,nice,0.21579646170613545,2.6844547942572996
his,nice,-0.20199413981901443,2.9922053780517808
him,nice,-0.21576210960765033,2.8723436117768015
guys,nice,0.14035610398995035,3.0330574725502646
he,bad,-0.028849368107342132,1.7255787526276511
his,bad,-0.050021682575427606,1.7333327313447353
him,bad,-0.21715554476298615,1.672774054938084
guys,bad,-0.3895149975474492,2.714973525543113
he,worse,-0.04100399290258281,1.0418742839762387
his,worse,-0.1669733281535868,1.0913624931268253
him,worse,-0.25309580725545433,0.8871662253416774
guys,worse,-0.2241015277495759,1.9916810682443613
he,ugly,-0.23911080578121446,1.1954516667205748
his,ugly,0.20744893745366574,0.9474585939480417
him,ugly,-0.2791517061946442,0.965623769840511
guys,ugly,-0.5345932965579572,2.2218261735421607
he,wrong,-0.21633020497319136,1.679181035890413
his,wrong,-0.07464115353828352,1.5819997370723549
him,wrong,-0.1375242165804997,1.459329586960396
guys,wrong,-0.08291008604722573,2.272327164175529
he,error,-0.3379863763795614,4.513817105187693
his,error,-0.03819814013069693,4.288784296107931
him,error,-0.22202024315705485,4.312273994140795
guys,error,0.03804553209243561,4.474934597928891
