Word1,Word2,Cosine Similarity,Euclidean Distance
he,excellent,-0.2144433612989072,2.6295283284416238
his,excellent,-0.11538899804212785,1.3046805102319112
him,excellent,-0.24096818800780317,2.0967590409448578
guys,excellent,-0.2235859658558898,2.837718331560763
man,excellent,-0.2029859869359514,0.9097684624606417
she,excellent,-0.20890836543794264,0.8836625297753662
her,excellent,0.1481695229951759,0.7071671299565613
he,better,0.1626170557455614,4.0115930440918355
his,better,0.18038070059325317,3.5859958185332563
him,better,0.35451893464741324,3.4328238449665607
guys,better,0.2777202723495219,3.8355976420887785
man,better,0.11035820107152683,3.6024952608017404
she,better,0.0038644460209629325,3.6515866322227657
her,better,0.0038644460209629325,3.6515866322227657
he,good,0.03916248473346386,5.4967434851580075
his,good,0.3051528457152722,4.8196037538309096
him,good,0.1904565785872531,5.021326664420669
guys,good,0.036172627800999356,5.5909762350684336
man,good,0.0944592091264605,5.013257549074653
she,good,-0.031801949754179014,5.07252729651729
her,good,-0.17356212185247005,5.115149188415818
he,pretty,0.07953710162389298,4.117211553184631
his,pretty,0.11885148111958584,3.567350360826506
him,pretty,-0.03922720133313995,4.049106772980185
guys,pretty,-0.10987415255207474,4.624831310068509
man,pretty,0.464893150510682,3.328655416324135
she,pretty,0.27632416012241584,3.435294080419171
her,pretty,-0.21413721176505057,3.6356710541272843
he,nice,0.5010052328577779,2.93941759163733
his,nice,-0.10808546387265211,3.5511161208545405
him,nice,0.23541495420143577,3.360798615504952
guys,nice,0.225631484070226,3.7055844541300096
man,nice,0.09171751677947836,3.2717101734105363
she,nice,-0.00830035750895309,3.31627077631381
her,nice,-0.19577650705236435,3.3735761319737545
he,bad,0.025791394626205708,4.124809759568071
his,bad,0.18286092886989683,3.3805453049687118
him,bad,-0.06776345516618096,3.983291936901311
guys,bad,-0.248071418061976,4.787107828459789
man,bad,0.1855020819663339,3.3534309892519034
she,bad,0.18220821958092884,3.356711158873518
her,bad,-0.010867579852039063,3.4355636127034526
he,worse,0.2476490372075977,2.357093701219364
his,worse,-0.11972411824478989,1.4810610815547074
him,worse,0.018733223515909586,2.0420278865977806
guys,worse,0.07949752422067707,2.7055407495040615
man,worse,0.48881266170267107,0.8057949922151415
she,worse,0.023589510409031532,1.024535866856793
her,worse,-0.24087367344007976,1.0772389371016997
he,ugly,-0.14428955171959545,2.6434616151228676
his,ugly,-0.08983871172374565,1.3756348480734268
him,ugly,-0.11428888717946478,2.0852067022103586
guys,ugly,-0.4263950379160903,3.042319603205587
man,ugly,0.3610016299395759,0.7732953419069586
she,ugly,0.4871246350576663,0.6979622256841699
her,ugly,0.14832211087486227,0.8270154032229388
he,wrong,0.03493966922058391,3.823607264129777
his,wrong,0.2767231925512686,2.942290128297684
him,wrong,-0.08231921465696967,3.6929133997456534
guys,wrong,-0.23621733330046338,4.46768116207446
man,wrong,-0.018477330858576262,3.105916087740137
she,wrong,0.15206000271512354,3.018561607758238
her,wrong,-0.35811681335447365,3.209528132904586
he,error,0.27353001709270347,4.109245767232959
his,error,0.11834560092827794,4.064725307083124
him,error,-0.07009656916819323,4.566336092873038
guys,error,0.04617004629420388,4.721911992224442
man,error,0.06730226611281834,4.050144959970816
she,error,-0.13195007343225026,4.140863329128118
her,error,-0.34842023871564926,4.199545429910718
