Word1,Word2,Cosine Similarity,Euclidean Distance
he,excellent,-0.18110562952712445,3.6876777137053343
his,excellent,0.054543978009279466,2.841754702762538
him,excellent,0.1411953109799998,2.5627198573937027
guys,excellent,-0.12292492432464538,3.2726622786126285
man,excellent,0.2127416357016066,3.3288341416544025
she,excellent,0.31646424176016436,2.3227960898961837
her,excellent,-0.10344346192116634,2.8455507660955552
he,better,0.07937530355027449,4.301760449505295
his,better,-0.11926150302964397,4.284850805900715
him,better,0.06834648591359185,3.8967426082553875
guys,better,-0.15448798415508438,4.495620158024808
man,better,-0.08995645277255218,4.937626675819366
she,better,-0.2810759106041672,4.18387251935644
her,better,-0.2810759106041672,4.18387251935644
he,good,0.2467410705822812,4.162148263280634
his,good,-0.17224367649280423,4.61331199522794
him,good,0.1480726474029683,4.060237127368179
guys,good,-0.07655665719705967,4.614556576379685
man,good,-0.016627076847670196,4.995504789012718
she,good,-0.21344389021427668,4.385788916607592
her,good,-0.24285884976347197,4.523062284836016
he,pretty,0.23641914315942253,3.9320225971302607
his,pretty,-0.147447419135124,4.290695126799269
him,pretty,0.06274803857131113,3.8686856575211697
guys,pretty,-0.06082890192725819,4.309844574656028
man,pretty,-0.2801105891352048,5.305265536015328
she,pretty,-0.10347353315769349,3.9833390098512833
her,pretty,-0.1622584939185019,4.137399755182353
he,nice,0.2171514740407189,4.000338732959623
his,nice,-0.10482872247483775,4.259122266904649
him,nice,0.4968354947573455,3.3492278133952014
guys,nice,-0.04050084723120052,4.303580868709452
man,nice,-0.06489470819358541,4.878027445790358
she,nice,0.0038230407321583008,3.909962934819843
her,nice,-0.35009934380447433,4.373182263175981
he,bad,-0.053233850095076266,5.96533145559088
his,bad,-0.14485510009935035,5.80609195257309
him,bad,0.1781561747474557,5.273944451200544
guys,bad,0.02590990794465487,5.635937750929564
man,bad,0.059818642803423284,5.910331900892961
she,bad,-0.07633176332847057,5.522340450898333
her,bad,-0.09389638775208684,5.607418241025365
he,worse,0.20893626075202743,2.6035403970096183
his,worse,-0.10759252819756635,2.4539126390698995
him,worse,-0.20467331102609157,2.2752611762894386
guys,worse,-0.1651855189223258,2.7516818464197494
man,worse,-0.2628874287960506,3.6743532956736753
she,worse,-0.2291963989713236,2.1603862312417657
her,worse,-0.020138893064985963,2.119643033673595
he,ugly,0.1567380599405848,2.520971418348094
his,ugly,-0.2556799794848776,2.325727840867886
him,ugly,0.0275593480225719,1.7703620167945877
guys,ugly,0.3114105812747399,1.953753836711012
man,ugly,-0.10142985928424357,3.258377348401962
she,ugly,0.1982305695639166,1.4971308146391216
her,ugly,0.06933211858212683,1.7510360152549689
he,wrong,0.2533453102593722,3.925007295780608
his,wrong,-0.07068122388379483,4.217468780604665
him,wrong,-0.2975375951722697,4.308058927210722
guys,wrong,-0.0287025377661334,4.290751471299404
man,wrong,0.07291668252570094,4.570009703332587
she,wrong,-0.279028892103538,4.184095577729433
her,wrong,-0.17986943720597212,4.194070795935972
he,error,0.26626371688676853,5.418213778135005
his,error,-0.11232967565112402,5.9427844060563055
him,error,-0.2330813746265207,5.945653919376489
guys,error,-0.3106896479643338,6.399779577314909
man,error,-0.07647441327623637,6.4236028060890416
she,error,-0.2521384944335374,5.880913098770632
her,error,-0.203833611885004,5.924110279127829
