Word1,Word2,Cosine Similarity,Euclidean Distance
he,excellent,-0.5753120711409074,1.1094919265037488
his,excellent,-0.7296214281076125,0.7216183527163095
guys,excellent,-0.09419533078394404,1.514070928030454
he,better,-0.45920652306581117,3.1407483572304864
his,better,-0.5651242778917158,2.905664387196842
guys,better,-0.037515149292474105,3.05916139359106
he,good,-0.3538025019235226,4.458955174299916
his,good,-0.42484011916747155,4.273874235264533
guys,good,-0.0643347846617063,4.4103004971838375
he,pretty,0.022788231174479825,2.1386877969025773
his,pretty,-0.3758395534661618,2.168870875922769
guys,pretty,-0.36872698964194767,2.8401345608946063
he,nice,-0.35133503774638664,3.7882250389508276
his,nice,-0.5390038378227734,3.6401498001049353
guys,nice,0.07863926395102214,3.5817648205338664
he,bad,0.09345719861393936,0.9622432843501689
his,bad,-0.006266218272879918,0.659567650252042
guys,bad,0.1814924784230042,1.436222366668546
he,worse,0.5399559631543199,0.739511096425199
his,worse,0.4753916875208781,0.5323233446768985
guys,worse,0.08348510058367088,1.5069523103801261
he,ugly,0.5521769042903295,0.7589187450030471
his,ugly,0.1018093794508012,0.7861349354233025
guys,ugly,-0.27977212238207005,1.772618803641945
he,wrong,-0.16135586644772146,1.837405000294981
his,wrong,-0.27851884838337754,1.653546820774362
guys,wrong,-0.2869881533160884,2.3463499341698797
he,error,-0.4235442616828903,4.216560258177748
his,error,-0.35259113485210747,3.943682062651603
guys,error,-0.17932439202502837,4.274357552729533
